complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
1316,1316,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Open,CUST6789,2025-05-10 03:10:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1317,1317,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST8242,2025-09-15 16:16:00,2025-09-17 09:19:11,2026-07-23 20:15:32,bill amount doubled month without explanation,41.05305555555555,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1318,1318,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST7568,2025-12-19 12:31:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1319,1319,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST6138,2025-11-05 10:28:00,2025-11-10 05:58:54,2026-07-23 20:15:32,staff keep telling wait nothing happens,115.515,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1320,1320,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST1934,2025-07-09 18:56:00,2025-07-15 05:55:28,2026-07-23 20:15:32,waiting since last month issue fixed,130.9911111111111,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1321,1321,No safety measures are in place despite previous warnings.,,Security,In Progress,CUST7157,2025-08-18 14:00:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
1322,1322,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6716,2025-10-08 17:24:00,2025-10-10 15:20:23,2026-07-23 20:15:32,late fee applied paid time,45.93972222222222,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1323,1323,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST7503,2025-11-15 11:06:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
1324,1324,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST4483,2025-06-03 10:20:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
1325,1325,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST3384,2025-02-15 13:02:00,2025-02-25 08:51:02,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,235.81722222222223,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1326,1326,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST6922,2025-07-20 08:49:00,2025-08-03 11:25:04,2026-07-23 20:15:32,equipment site old frequently malfunctions,338.6011111111111,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
1327,1327,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST7929,2025-04-07 16:55:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
1328,1328,No technician has visited despite multiple requests.,,Operations,Resolved,CUST8396,2025-02-03 17:17:00,2025-02-13 04:23:08,2026-07-23 20:15:32,technician visited despite multiple requests,227.10222222222225,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1329,1329,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8021,2025-04-09 12:11:00,2025-04-13 02:22:45,2026-07-23 20:15:32,clear favoritism table dealing happening,86.19583333333334,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1330,1330,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST3632,2025-03-12 09:26:00,2025-03-15 15:30:34,2026-07-23 20:15:32,response time service requests unacceptably slow,78.07611111111112,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1331,1331,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST4253,2025-05-23 06:36:00,2025-05-23 18:29:24,2026-07-23 20:15:32,great job support team issue resolved within day,11.89,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
1332,1332,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST6185,2025-08-11 21:42:00,2025-08-13 05:05:28,2026-07-23 20:15:32,online payment portal charged twice bill,31.391111111111112,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1333,1333,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST7658,2025-12-16 13:55:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1334,1334,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST2596,2025-12-27 10:54:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1335,1335,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST6703,2025-06-18 14:49:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1336,1336,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5947,2025-12-19 08:00:00,2025-12-22 23:49:20,2026-07-23 20:15:32,bill amount doubled month without explanation,87.82222222222222,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1337,1337,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Resolved,CUST7783,2025-10-04 12:44:00,2025-10-08 11:34:12,2026-07-23 20:15:32,clear favoritism table dealing happening,94.83666666666667,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1338,1338,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST3880,2025-10-14 11:33:00,2025-10-21 16:23:45,2026-07-23 20:15:32,response time service requests unacceptably slow,172.84583333333333,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1339,1339,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST8167,2025-03-20 14:10:00,2025-03-25 22:34:01,2026-07-23 20:15:32,employee refused help arguing instead assisting,128.40027777777777,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
1340,1340,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST2700,2025-12-28 09:06:00,2026-01-04 03:52:30,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,162.775,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1341,1341,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST9924,2025-08-14 12:06:00,2025-08-16 10:03:56,2026-07-23 20:15:32,overcharged last bill one responding,45.965555555555554,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1342,1342,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST4471,2025-07-26 13:02:00,2025-07-28 17:54:18,2026-07-23 20:15:32,late fee applied paid time,52.87166666666667,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1343,1343,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST6744,2025-07-04 13:12:00,2025-07-10 11:38:57,2026-07-23 20:15:32,waiting since last month issue fixed,142.44916666666666,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1344,1344,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST1124,2025-06-27 17:41:00,2025-06-28 20:38:26,2026-07-23 20:15:32,great job support team issue resolved within day,26.95722222222222,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
1345,1345,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST7794,2025-07-09 08:56:00,2025-07-10 05:10:24,2026-07-23 20:15:32,excellent service today satisfied response,20.24,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1346,1346,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7134,2025-11-14 16:02:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1347,1347,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8045,2025-10-20 10:20:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1348,1348,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8030,2025-04-21 17:25:00,2025-04-27 11:31:02,2026-07-23 20:15:32,waiting since last month issue fixed,138.10055555555556,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1349,1349,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8166,2025-12-06 12:25:00,2025-12-08 11:51:17,2026-07-23 20:15:32,late fee applied paid time,47.43805555555556,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1350,1350,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST5263,2025-07-21 17:36:00,2025-07-23 04:29:39,2026-07-23 20:15:32,technician visited despite multiple requests,34.89416666666666,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1351,1351,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Open,CUST3507,2025-12-07 10:05:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
1352,1352,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST3138,2025-11-03 09:36:00,2025-11-06 09:49:44,2026-07-23 20:15:32,online payment portal charged twice bill,72.22888888888889,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1353,1353,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST5018,2025-03-21 16:57:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1354,1354,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST1379,2025-09-22 11:03:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
1355,1355,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST3323,2025-11-04 13:29:00,2025-11-21 22:45:32,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,417.2755555555556,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1356,1356,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST7402,2025-02-16 17:54:00,2025-02-21 04:57:12,2026-07-23 20:15:32,technician visited despite multiple requests,107.05333333333331,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1357,1357,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST7148,2025-06-16 22:40:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1358,1358,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST3927,2025-11-26 11:10:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
1359,1359,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9953,2025-10-04 17:21:00,2025-10-14 10:31:33,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,233.17583333333332,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
1360,1360,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST9486,2025-09-04 20:12:00,2025-09-08 00:50:41,2026-07-23 20:15:32,online payment portal charged twice bill,76.64472222222223,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1361,1361,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST3270,2025-04-12 09:07:00,2025-04-16 18:41:30,2026-07-23 20:15:32,treated disrespectfully customer support agent,105.575,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1362,1362,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST5822,2025-04-16 18:12:00,2025-04-18 14:16:28,2026-07-23 20:15:32,bill amount doubled month without explanation,44.074444444444445,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1363,1363,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST5605,2025-06-13 07:59:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1364,1364,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST8992,2025-07-25 18:37:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
1365,1365,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7275,2025-06-24 12:17:00,2025-06-30 07:28:50,2026-07-23 20:15:32,unprofessional behavior officer duty,139.19722222222222,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1366,1366,The staff member was polite and handled my issue very well.,,Customer Support,Open,CUST1553,2025-05-21 19:52:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
1367,1367,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9691,2025-07-10 02:38:00,2025-07-11 04:28:45,2026-07-23 20:15:32,new online system made things much easier well done,25.84583333333333,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1368,1368,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST5019,2025-02-26 12:20:00,2025-03-05 18:17:26,2026-07-23 20:15:32,three weeks complaint still resolved,173.9572222222222,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1369,1369,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST1178,2025-06-25 15:20:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1370,1370,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST7317,2025-06-26 08:20:00,2025-07-07 20:08:07,2026-07-23 20:15:32,major leakage fixed weeks,275.8019444444444,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1371,1371,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST2225,2025-07-04 10:35:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
1372,1372,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST1813,2025-08-14 11:20:00,2025-08-20 17:11:45,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,149.8625,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1373,1373,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST6355,2025-01-09 09:26:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer
1374,1374,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST1076,2025-07-10 20:01:00,2025-07-22 01:00:29,2026-07-23 20:15:32,major leakage fixed weeks,268.9913888888889,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1375,1375,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST1640,2025-03-13 00:02:00,2025-03-13 18:53:29,2026-07-23 20:15:32,new online system made things much easier well done,18.85805555555556,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1376,1376,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST5500,2025-02-04 01:53:00,2025-02-10 19:00:03,2026-07-23 20:15:32,three weeks complaint still resolved,161.1175,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1377,1377,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST7444,2025-06-18 15:49:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1378,1378,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST2683,2025-07-21 17:58:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1379,1379,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST8138,2025-10-05 15:06:00,2025-10-07 23:11:25,2026-07-23 20:15:32,overcharged last bill one responding,56.09027777777778,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1380,1380,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1080,2025-03-26 16:23:00,2025-03-30 11:52:44,2026-07-23 20:15:32,three weeks complaint still resolved,91.49555555555555,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1381,1381,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Open,CUST2229,2025-04-26 14:02:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521057,Positive,0.9981899857521057,transformer
1382,1382,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST8548,2025-09-13 16:17:00,2025-09-19 09:09:10,2026-07-23 20:15:32,staff keep telling wait nothing happens,136.86944444444444,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1383,1383,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7771,2025-11-25 07:37:00,2025-11-28 04:09:48,2026-07-23 20:15:32,billing error already paid still shows unpaid,68.54666666666667,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1384,1384,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST5596,2025-07-08 12:36:00,2025-07-16 07:33:16,2026-07-23 20:15:32,road near facility damaged causing accidents,186.95444444444445,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
1385,1385,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST4971,2025-04-09 11:49:00,,2026-07-23 20:15:32,waiting since last month issue fixed,,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1386,1386,There is a major leakage that has not been fixed for weeks.,,Maintenance,Open,CUST4541,2025-08-03 07:31:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
1387,1387,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST9644,2025-03-04 10:21:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1388,1388,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST9265,2025-09-10 08:45:00,2025-09-12 11:17:48,2026-07-23 20:15:32,employee refused help arguing instead assisting,50.54666666666667,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
1389,1389,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9412,2025-04-12 16:24:00,2025-04-14 16:58:46,2026-07-23 20:15:32,bill amount doubled month without explanation,48.57944444444445,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
1390,1390,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST2672,2025-03-09 10:27:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1391,1391,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST1468,2025-09-08 07:01:00,2025-09-10 18:42:06,2026-07-23 20:15:32,overcharged last bill one responding,59.685,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1392,1392,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST8069,2025-06-09 13:07:00,2025-06-13 08:06:10,2026-07-23 20:15:32,staff member polite handled issue well,90.98611111111111,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
1393,1393,Why is the late fee applied when I paid on time?,,Billing,Open,CUST2602,2025-07-17 06:21:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1394,1394,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST5520,2025-09-14 07:12:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1395,1395,Very unprofessional behavior from the officer on duty.,,Customer Support,Open,CUST2819,2025-07-04 11:43:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1396,1396,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST5513,2025-11-19 10:17:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1397,1397,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST5395,2025-08-13 09:25:00,2025-08-20 06:25:12,2026-07-23 20:15:32,staff keep telling wait nothing happens,165.00333333333333,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
1398,1398,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST1050,2025-09-12 10:40:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1399,1399,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST4909,2025-11-20 16:30:00,2025-11-22 13:31:31,2026-07-23 20:15:32,online payment portal charged twice bill,45.02527777777778,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1400,1400,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST8775,2025-03-11 18:57:00,2025-03-14 08:24:14,2026-07-23 20:15:32,overcharged last bill one responding,61.45388888888889,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
1401,1401,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Open,CUST1159,2025-03-09 10:56:00,,2026-07-23 20:15:32,staff counter extremely rude today,,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
1402,1402,Poor maintenance of the facility is causing repeated problems.,,Maintenance,In Progress,CUST1284,2025-07-16 12:55:00,,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
1403,1403,The employee refused to help and was arguing instead of assisting.,,Customer Support,In Progress,CUST2538,2025-10-17 09:32:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
1404,1404,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST8970,2025-06-24 14:22:00,2025-06-26 15:31:02,2026-07-23 20:15:32,billing error already paid still shows unpaid,49.15055555555556,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1405,1405,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8935,2025-01-12 11:19:00,2025-01-18 00:37:50,2026-07-23 20:15:32,waiting since last month issue fixed,133.3138888888889,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
1406,1406,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST3320,2025-09-01 14:09:00,2025-09-01 15:09:00,2026-07-23 20:15:32,online payment portal charged twice bill,1.0,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
1407,1407,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST2462,2025-04-24 14:44:00,2025-04-29 23:33:29,2026-07-23 20:15:32,three weeks complaint still resolved,128.82472222222222,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
1408,1408,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST8360,2025-08-09 14:56:00,2025-08-11 18:57:31,2026-07-23 20:15:32,late fee applied paid time,52.02527777777778,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
1409,1409,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST7836,2025-04-22 09:22:00,2025-04-23 04:38:49,2026-07-23 20:15:32,excellent service today satisfied response,19.280277777777776,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
1410,1410,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST3014,2025-05-02 15:37:00,2025-05-03 20:11:22,2026-07-23 20:15:32,new online system made things much easier well done,28.572777777777777,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
1411,1411,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST1136,2025-07-26 13:50:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
1412,1412,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST3664,2025-06-05 13:33:00,2025-06-09 04:06:27,2026-07-23 20:15:32,treated disrespectfully customer support agent,86.5575,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
1413,1413,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST3022,2025-02-10 08:00:00,2025-02-13 20:32:14,2026-07-23 20:15:32,response time service requests unacceptably slow,84.53722222222223,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1414,1414,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3256,2025-01-12 12:42:00,2025-01-15 05:47:11,2026-07-23 20:15:32,billing error already paid still shows unpaid,65.08638888888889,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
1415,1415,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST2409,2025-09-17 10:42:00,2025-09-23 02:47:29,2026-07-23 20:15:32,response time service requests unacceptably slow,136.0913888888889,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
1416,1416,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST4585,2025-12-07 06:27:00,2025-12-12 10:39:02,2026-07-23 20:15:32,major leakage fixed weeks,124.20055555555555,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
