complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours
1247,1247,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST3436,2025-08-17 09:39:00,,2026-07-23 20:15:32,overcharged last bill one responding,
1248,1248,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST4270,2025-06-09 13:12:00,2025-06-13 22:21:28,2026-07-23 20:15:32,technician visited despite multiple requests,105.15777777777778
1249,1249,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST4633,2025-06-17 16:19:00,2025-06-19 01:52:30,2026-07-23 20:15:32,overcharged last bill one responding,33.55833333333333
1250,1250,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST6956,2025-01-14 13:41:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
1251,1251,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST1008,2025-09-08 13:20:00,2025-09-14 07:26:46,2026-07-23 20:15:32,response time service requests unacceptably slow,138.11277777777778
1252,1252,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST4028,2025-04-16 11:17:00,2025-04-18 07:49:04,2026-07-23 20:15:32,billing error already paid still shows unpaid,44.534444444444446
1253,1253,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST3134,2025-06-10 07:07:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
1254,1254,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST5521,2025-09-19 14:33:00,2025-09-23 23:14:07,2026-07-23 20:15:32,response time service requests unacceptably slow,104.68527777777778
1255,1255,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST1672,2025-02-04 13:08:00,2025-02-05 21:50:58,2026-07-23 20:15:32,late fee applied paid time,32.71611111111111
1256,1256,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST6618,2025-04-15 17:59:00,,2026-07-23 20:15:32,major leakage fixed weeks,
1257,1257,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST4140,2025-12-07 12:34:00,2025-12-11 17:24:33,2026-07-23 20:15:32,waiting since last month issue fixed,100.8425
1258,1258,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST6690,2025-11-25 11:54:00,2025-11-29 04:33:39,2026-07-23 20:15:32,response time service requests unacceptably slow,88.66083333333333
1259,1259,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST9581,2025-08-04 11:58:00,2025-08-12 19:50:51,2026-07-23 20:15:32,official demanded bribe processing documents,199.88083333333333
1260,1260,I want to thank the team for resolving my issue so quickly.,,Customer Support,Closed,CUST1996,2025-03-09 15:44:00,2025-03-10 13:59:28,2026-07-23 20:15:32,want thank team resolving issue quickly,22.25777777777778
1261,1261,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST2228,2025-09-13 14:31:00,2025-09-18 17:40:53,2026-07-23 20:15:32,safety measures place despite previous warnings,123.16472222222222
1262,1262,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST4015,2025-06-25 20:24:00,2025-06-27 09:59:11,2026-07-23 20:15:32,online payment portal charged twice bill,37.58638888888889
1263,1263,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST8461,2025-04-23 17:00:00,2025-04-25 19:46:53,2026-07-23 20:15:32,online payment portal charged twice bill,50.78138888888889
1264,1264,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST2951,2025-04-28 15:14:00,,2026-07-23 20:15:32,staff member polite handled issue well,
1265,1265,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5550,2025-07-10 08:02:00,2025-07-11 20:13:46,2026-07-23 20:15:32,overcharged last bill one responding,36.19611111111111
1266,1266,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST4440,2025-11-02 11:41:00,2025-11-02 15:01:33,2026-07-23 20:15:32,new online system made things much easier well done,3.3425
1267,1267,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST9999,2025-08-21 08:38:00,2025-08-23 11:55:18,2026-07-23 20:15:32,staff counter extremely rude today,51.288333333333334
1268,1268,No technician has visited despite multiple requests.,,Operations,In Progress,CUST1170,2025-06-20 11:18:00,,2026-07-23 20:15:32,technician visited despite multiple requests,
1269,1269,I was asked to pay extra money to get my work done faster.,,Administration,In Progress,CUST2743,2025-09-09 16:11:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,
1270,1270,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST4377,2025-12-09 07:55:00,2025-12-12 17:49:18,2026-07-23 20:15:32,security personnel checking ids properly gate,81.905
1271,1271,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST7479,2025-05-07 20:37:00,2025-05-10 15:12:59,2026-07-23 20:15:32,safety measures place despite previous warnings,66.59972222222223
1272,1272,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9125,2025-09-14 15:23:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
1273,1273,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3955,2025-10-06 15:12:00,2025-10-09 13:46:57,2026-07-23 20:15:32,bill amount doubled month without explanation,70.5825
1274,1274,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2137,2025-05-06 01:52:00,2025-05-08 15:08:52,2026-07-23 20:15:32,road near facility damaged causing accidents,61.28111111111111
1275,1275,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST1193,2025-04-21 14:25:00,,2026-07-23 20:15:32,late fee applied paid time,
1276,1276,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Open,CUST1716,2025-06-04 18:52:00,,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,
1277,1277,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST2742,2025-04-21 14:38:00,,2026-07-23 20:15:32,overcharged last bill one responding,
1278,1278,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST8279,2025-10-03 17:12:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,
1279,1279,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST9906,2025-05-05 15:15:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,
1280,1280,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST3323,2025-02-10 08:06:00,2025-02-11 10:08:25,2026-07-23 20:15:32,overcharged last bill one responding,26.040277777777778
1281,1281,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST4700,2025-01-14 01:24:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
1282,1282,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST2804,2025-08-23 11:52:00,2025-08-24 12:54:31,2026-07-23 20:15:32,great job support team issue resolved within day,25.041944444444443
1283,1283,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST2389,2025-05-20 10:21:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
1284,1284,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST7967,2025-03-14 12:33:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
1285,1285,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST9179,2025-08-10 14:22:00,2025-08-11 00:44:46,2026-07-23 20:15:32,billing error already paid still shows unpaid,10.379444444444445
1286,1286,The equipment at the site is old and frequently malfunctions.,,Maintenance,Open,CUST3435,2025-10-23 15:51:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,
1287,1287,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST8838,2025-05-13 14:28:00,2025-05-18 10:50:31,2026-07-23 20:15:32,safety measures place despite previous warnings,116.37527777777778
1289,1289,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST6463,2025-05-16 15:27:00,2025-05-20 02:46:55,2026-07-23 20:15:32,late fee applied paid time,83.33194444444445
1290,1290,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST9785,2025-06-18 10:31:00,2025-06-19 20:12:12,2026-07-23 20:15:32,bill amount doubled month without explanation,33.68666666666667
1291,1291,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST4593,2025-02-23 10:26:00,2025-03-01 00:29:13,2026-07-23 20:15:32,official demanded bribe processing documents,134.0536111111111
1292,1292,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST3188,2025-06-07 16:54:00,,2026-07-23 20:15:32,major leakage fixed weeks,
1293,1293,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Closed,CUST3283,2025-11-12 17:54:00,2025-11-14 07:39:39,2026-07-23 20:15:32,want thank team resolving issue quickly,37.76083333333333
1294,1294,No technician has visited despite multiple requests.,,Operations,Closed,CUST4679,2025-10-18 17:59:00,2025-10-23 11:32:11,2026-07-23 20:15:32,technician visited despite multiple requests,113.55305555555556
1295,1295,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST7958,2025-02-23 10:45:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
1296,1296,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1494,2025-08-03 14:30:00,2025-08-10 05:25:07,2026-07-23 20:15:32,three weeks complaint still resolved,158.91861111111112
1297,1297,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST3452,2025-02-03 11:00:00,2025-02-06 17:26:39,2026-07-23 20:15:32,bill amount doubled month without explanation,78.44416666666666
1298,1298,Security personnel are not checking IDs properly at the gate.,,Security,Closed,CUST7742,2025-09-24 15:33:00,2025-09-29 13:36:51,2026-07-23 20:15:32,security personnel checking ids properly gate,118.06416666666667
1299,1299,Security personnel are not checking IDs properly at the gate.,,Security,In Progress,CUST1526,2025-09-23 11:00:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,
1300,1300,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST8443,2025-07-01 08:25:00,2025-07-05 23:57:37,2026-07-23 20:15:32,major leakage fixed weeks,111.5436111111111
1301,1301,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST3569,2025-11-17 18:19:00,2025-11-20 12:07:36,2026-07-23 20:15:32,employee refused help arguing instead assisting,65.81
1302,1302,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST4586,2025-07-05 10:47:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
1303,1303,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7637,2025-08-03 08:52:00,2025-08-08 11:14:47,2026-07-23 20:15:32,staff keep telling wait nothing happens,122.37972222222223
1304,1304,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST2710,2025-01-12 14:41:00,2025-01-18 11:00:09,2026-07-23 20:15:32,asked pay extra money get work done faster,140.31916666666666
1305,1305,The online payment portal charged me twice for the same bill.,,Billing,In Progress,CUST2744,2025-09-11 10:01:00,,2026-07-23 20:15:32,online payment portal charged twice bill,
1306,1306,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST1530,2025-01-10 07:12:00,2025-01-10 22:52:40,2026-07-23 20:15:32,online payment portal charged twice bill,15.677777777777777
1307,1307,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST1748,2025-12-19 15:02:00,2025-12-23 00:21:05,2026-07-23 20:15:32,three weeks complaint still resolved,81.31805555555556
1308,1308,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST9195,2025-12-01 14:22:00,2025-12-02 14:40:01,2026-07-23 20:15:32,overcharged last bill one responding,24.30027777777778
1309,1309,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST9250,2025-09-05 22:44:00,2025-09-07 11:21:28,2026-07-23 20:15:32,late fee applied paid time,36.62444444444444
1310,1310,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST1612,2025-01-26 12:24:00,2025-01-27 20:51:20,2026-07-23 20:15:32,bill amount doubled month without explanation,32.455555555555556
1311,1311,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST4794,2025-08-03 12:56:00,2025-08-09 09:17:17,2026-07-23 20:15:32,technician visited despite multiple requests,140.35472222222222
1312,1312,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST9459,2025-08-25 04:45:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
1313,1313,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST8059,2025-06-05 13:21:00,,2026-07-23 20:15:32,new online system made things much easier well done,
1314,1314,Why is the late fee applied when I paid on time?,,Billing,Open,CUST9151,2025-04-20 21:38:00,,2026-07-23 20:15:32,late fee applied paid time,
1315,1315,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST2428,2025-03-28 11:19:00,2025-03-29 14:13:56,2026-07-23 20:15:32,overcharged last bill one responding,26.915555555555557
1316,1316,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Open,CUST6789,2025-05-10 03:10:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
1317,1317,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST8242,2025-09-15 16:16:00,2025-09-17 09:19:11,2026-07-23 20:15:32,bill amount doubled month without explanation,41.05305555555555
1318,1318,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST7568,2025-12-19 12:31:00,,2026-07-23 20:15:32,major leakage fixed weeks,
1319,1319,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST6138,2025-11-05 10:28:00,2025-11-10 05:58:54,2026-07-23 20:15:32,staff keep telling wait nothing happens,115.515
1320,1320,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST1934,2025-07-09 18:56:00,2025-07-15 05:55:28,2026-07-23 20:15:32,waiting since last month issue fixed,130.9911111111111
1321,1321,No safety measures are in place despite previous warnings.,,Security,In Progress,CUST7157,2025-08-18 14:00:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,
1322,1322,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6716,2025-10-08 17:24:00,2025-10-10 15:20:23,2026-07-23 20:15:32,late fee applied paid time,45.93972222222222
1323,1323,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST7503,2025-11-15 11:06:00,,2026-07-23 20:15:32,staff member polite handled issue well,
1324,1324,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST4483,2025-06-03 10:20:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,
1325,1325,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST3384,2025-02-15 13:02:00,2025-02-25 08:51:02,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,235.81722222222223
1326,1326,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST6922,2025-07-20 08:49:00,2025-08-03 11:25:04,2026-07-23 20:15:32,equipment site old frequently malfunctions,338.6011111111111
1327,1327,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST7929,2025-04-07 16:55:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,
1328,1328,No technician has visited despite multiple requests.,,Operations,Resolved,CUST8396,2025-02-03 17:17:00,2025-02-13 04:23:08,2026-07-23 20:15:32,technician visited despite multiple requests,227.10222222222222
1329,1329,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8021,2025-04-09 12:11:00,2025-04-13 02:22:45,2026-07-23 20:15:32,clear favoritism table dealing happening,86.19583333333334
1330,1330,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST3632,2025-03-12 09:26:00,2025-03-15 15:30:34,2026-07-23 20:15:32,response time service requests unacceptably slow,78.07611111111112
1331,1331,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST4253,2025-05-23 06:36:00,2025-05-23 18:29:24,2026-07-23 20:15:32,great job support team issue resolved within day,11.89
1332,1332,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST6185,2025-08-11 21:42:00,2025-08-13 05:05:28,2026-07-23 20:15:32,online payment portal charged twice bill,31.391111111111112
1333,1333,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST7658,2025-12-16 13:55:00,,2026-07-23 20:15:32,late fee applied paid time,
1334,1334,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST2596,2025-12-27 10:54:00,,2026-07-23 20:15:32,three weeks complaint still resolved,
1335,1335,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST6703,2025-06-18 14:49:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,
1336,1336,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST5947,2025-12-19 08:00:00,2025-12-22 23:49:20,2026-07-23 20:15:32,bill amount doubled month without explanation,87.82222222222222
1337,1337,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Resolved,CUST7783,2025-10-04 12:44:00,2025-10-08 11:34:12,2026-07-23 20:15:32,clear favoritism table dealing happening,94.83666666666667
1338,1338,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST3880,2025-10-14 11:33:00,2025-10-21 16:23:45,2026-07-23 20:15:32,response time service requests unacceptably slow,172.84583333333333
1339,1339,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST8167,2025-03-20 14:10:00,2025-03-25 22:34:01,2026-07-23 20:15:32,employee refused help arguing instead assisting,128.40027777777777
1340,1340,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST2700,2025-12-28 09:06:00,2026-01-04 03:52:30,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,162.775
1341,1341,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST9924,2025-08-14 12:06:00,2025-08-16 10:03:56,2026-07-23 20:15:32,overcharged last bill one responding,45.965555555555554
1342,1342,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST4471,2025-07-26 13:02:00,2025-07-28 17:54:18,2026-07-23 20:15:32,late fee applied paid time,52.87166666666667
1343,1343,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST6744,2025-07-04 13:12:00,2025-07-10 11:38:57,2026-07-23 20:15:32,waiting since last month issue fixed,142.44916666666666
1344,1344,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST1124,2025-06-27 17:41:00,2025-06-28 20:38:26,2026-07-23 20:15:32,great job support team issue resolved within day,26.95722222222222
1345,1345,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST7794,2025-07-09 08:56:00,2025-07-10 05:10:24,2026-07-23 20:15:32,excellent service today satisfied response,20.24
1346,1346,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7134,2025-11-14 16:02:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,
1347,1347,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8045,2025-10-20 10:20:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
1348,1348,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8030,2025-04-21 17:25:00,2025-04-27 11:31:02,2026-07-23 20:15:32,waiting since last month issue fixed,138.10055555555556
1349,1349,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8166,2025-12-06 12:25:00,2025-12-08 11:51:17,2026-07-23 20:15:32,late fee applied paid time,47.43805555555556
1350,1350,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST5263,2025-07-21 17:36:00,2025-07-23 04:29:39,2026-07-23 20:15:32,technician visited despite multiple requests,34.89416666666666
1351,1351,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Open,CUST3507,2025-12-07 10:05:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,
1352,1352,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST3138,2025-11-03 09:36:00,2025-11-06 09:49:44,2026-07-23 20:15:32,online payment portal charged twice bill,72.22888888888889
1353,1353,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST5018,2025-03-21 16:57:00,,2026-07-23 20:15:32,new online system made things much easier well done,
1354,1354,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST1379,2025-09-22 11:03:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,
1355,1355,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST3323,2025-11-04 13:29:00,2025-11-21 22:45:32,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,417.27555555555557
1356,1356,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST7402,2025-02-16 17:54:00,2025-02-21 04:57:12,2026-07-23 20:15:32,technician visited despite multiple requests,107.05333333333333
1357,1357,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST7148,2025-06-16 22:40:00,,2026-07-23 20:15:32,overcharged last bill one responding,
1358,1358,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST3927,2025-11-26 11:10:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,
1359,1359,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9953,2025-10-04 17:21:00,2025-10-14 10:31:33,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,233.17583333333334
1360,1360,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST9486,2025-09-04 20:12:00,2025-09-08 00:50:41,2026-07-23 20:15:32,online payment portal charged twice bill,76.64472222222223
1361,1361,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST3270,2025-04-12 09:07:00,2025-04-16 18:41:30,2026-07-23 20:15:32,treated disrespectfully customer support agent,105.575
1362,1362,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST5822,2025-04-16 18:12:00,2025-04-18 14:16:28,2026-07-23 20:15:32,bill amount doubled month without explanation,44.074444444444445
1363,1363,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST5605,2025-06-13 07:59:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
1364,1364,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST8992,2025-07-25 18:37:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,
1365,1365,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7275,2025-06-24 12:17:00,2025-06-30 07:28:50,2026-07-23 20:15:32,unprofessional behavior officer duty,139.19722222222222
1366,1366,The staff member was polite and handled my issue very well.,,Customer Support,Open,CUST1553,2025-05-21 19:52:00,,2026-07-23 20:15:32,staff member polite handled issue well,
1367,1367,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9691,2025-07-10 02:38:00,2025-07-11 04:28:45,2026-07-23 20:15:32,new online system made things much easier well done,25.845833333333335
1368,1368,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST5019,2025-02-26 12:20:00,2025-03-05 18:17:26,2026-07-23 20:15:32,three weeks complaint still resolved,173.9572222222222
1369,1369,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST1178,2025-06-25 15:20:00,,2026-07-23 20:15:32,billing error already paid still shows unpaid,
1370,1370,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST7317,2025-06-26 08:20:00,2025-07-07 20:08:07,2026-07-23 20:15:32,major leakage fixed weeks,275.8019444444444
1371,1371,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST2225,2025-07-04 10:35:00,,2026-07-23 20:15:32,technician visited despite multiple requests,
1372,1372,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST1813,2025-08-14 11:20:00,2025-08-20 17:11:45,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,149.8625
1373,1373,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST6355,2025-01-09 09:26:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,
1374,1374,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST1076,2025-07-10 20:01:00,2025-07-22 01:00:29,2026-07-23 20:15:32,major leakage fixed weeks,268.9913888888889
1375,1375,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST1640,2025-03-13 00:02:00,2025-03-13 18:53:29,2026-07-23 20:15:32,new online system made things much easier well done,18.858055555555556
1376,1376,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST5500,2025-02-04 01:53:00,2025-02-10 19:00:03,2026-07-23 20:15:32,three weeks complaint still resolved,161.1175
1377,1377,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST7444,2025-06-18 15:49:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,
1378,1378,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST2683,2025-07-21 17:58:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
1379,1379,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST8138,2025-10-05 15:06:00,2025-10-07 23:11:25,2026-07-23 20:15:32,overcharged last bill one responding,56.09027777777778
1380,1380,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1080,2025-03-26 16:23:00,2025-03-30 11:52:44,2026-07-23 20:15:32,three weeks complaint still resolved,91.49555555555555
1381,1381,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Open,CUST2229,2025-04-26 14:02:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,
1382,1382,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST8548,2025-09-13 16:17:00,2025-09-19 09:09:10,2026-07-23 20:15:32,staff keep telling wait nothing happens,136.86944444444444
1383,1383,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7771,2025-11-25 07:37:00,2025-11-28 04:09:48,2026-07-23 20:15:32,billing error already paid still shows unpaid,68.54666666666667
1384,1384,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST5596,2025-07-08 12:36:00,2025-07-16 07:33:16,2026-07-23 20:15:32,road near facility damaged causing accidents,186.95444444444445
1385,1385,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST4971,2025-04-09 11:49:00,,2026-07-23 20:15:32,waiting since last month issue fixed,
1386,1386,There is a major leakage that has not been fixed for weeks.,,Maintenance,Open,CUST4541,2025-08-03 07:31:00,,2026-07-23 20:15:32,major leakage fixed weeks,
1387,1387,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST9644,2025-03-04 10:21:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,
1388,1388,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST9265,2025-09-10 08:45:00,2025-09-12 11:17:48,2026-07-23 20:15:32,employee refused help arguing instead assisting,50.54666666666667
1389,1389,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9412,2025-04-12 16:24:00,2025-04-14 16:58:46,2026-07-23 20:15:32,bill amount doubled month without explanation,48.57944444444445
1390,1390,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST2672,2025-03-09 10:27:00,,2026-07-23 20:15:32,late fee applied paid time,
1391,1391,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST1468,2025-09-08 07:01:00,2025-09-10 18:42:06,2026-07-23 20:15:32,overcharged last bill one responding,59.685
